,image,target
1970,./Resources/Train/WithMask/Augmented_330_974532.png,mask
1625,./Resources/Train/WithMask/Augmented_263_8014101.png,mask
11316,./Resources/faces/1 (6527).jpg,without_mask
10381,./Resources/faces/1 (5701).jpg,without_mask
10274,./Resources/faces/1 (5607).jpg,without_mask
10872,./Resources/faces/1 (6134).jpg,without_mask
6322,./Resources/faces/1 (2117).jpg,without_mask
9717,./Resources/faces/1 (5113).jpg,without_mask
171,./Resources/Train/WithMask/1324.png,mask
4266,./Resources/Train/WithMask/Augmented_764_2616628.png,mask
6209,./Resources/faces/1 (2016).jpg,without_mask
7368,./Resources/faces/1 (3040).jpg,without_mask
6788,./Resources/faces/1 (253).jpg,without_mask
886,./Resources/Train/WithMask/Augmented_126_6879899.png,mask
12124,./Resources/faces/1 (92).png,without_mask
10636,./Resources/faces/1 (5928).jpg,without_mask
7497,./Resources/faces/1 (3155).jpg,without_mask
7778,./Resources/faces/1 (3402).jpg,without_mask
11826,./Resources/faces/1 (698).jpg,without_mask
11887,./Resources/faces/1 (732).jpg,without_mask
9866,./Resources/faces/1 (5246).jpg,without_mask
9643,./Resources/faces/1 (5049).jpg,without_mask
5190,./Resources/faces/1 (115).png,without_mask
432,./Resources/Train/WithMask/276.png,mask
1808,./Resources/Train/WithMask/Augmented_29_5084381.png,mask
147,./Resources/Train/WithMask/1287.png,mask
767,./Resources/Train/WithMask/Augmented_103_3669387.png,mask
4547,./Resources/Train/WithMask/Augmented_818_9570549.png,mask
7407,./Resources/faces/1 (3076).jpg,without_mask
4823,./Resources/Train/WithMask/Augmented_871_5018574.png,mask
12030,./Resources/faces/1 (844).jpg,without_mask
6856,./Resources/faces/1 (2591).jpg,without_mask
7468,./Resources/faces/1 (3129).jpg,without_mask
3196,./Resources/Train/WithMask/Augmented_563_6817685.png,mask
5223,./Resources/faces/1 (1178).jpg,without_mask
9382,./Resources/faces/1 (482).jpg,without_mask
10313,./Resources/faces/1 (5642).jpg,without_mask
3289,./Resources/Train/WithMask/Augmented_582_2468891.png,mask
3233,./Resources/Train/WithMask/Augmented_570_8273513.png,mask
8026,./Resources/faces/1 (3622).jpg,without_mask
12005,./Resources/faces/1 (823).jpg,without_mask
1885,./Resources/Train/WithMask/Augmented_313_7275487.png,mask
8712,./Resources/faces/1 (4227).jpg,without_mask
193,./Resources/Train/WithMask/138.png,mask
8212,./Resources/faces/1 (3789).jpg,without_mask
7739,./Resources/faces/1 (337).jpg,without_mask
10177,./Resources/faces/1 (5520).jpg,without_mask
6968,./Resources/faces/1 (2690).jpg,without_mask
8702,./Resources/faces/1 (4218).jpg,without_mask
2766,./Resources/Train/WithMask/Augmented_480_3649088.png,mask
1337,./Resources/Train/WithMask/Augmented_210_713548.png,mask
10306,./Resources/faces/1 (5636).jpg,without_mask
565,./Resources/Train/WithMask/578.png,mask
2313,./Resources/Train/WithMask/Augmented_395_7340551.png,mask
9999,./Resources/faces/1 (5364).jpg,without_mask
5606,./Resources/faces/1 (149).jpg,without_mask
2021,./Resources/Train/WithMask/Augmented_340_4919218.png,mask
1918,./Resources/Train/WithMask/Augmented_320_2483018.png,mask
11384,./Resources/faces/1 (6589).jpg,without_mask
5406,./Resources/faces/1 (1325).jpg,without_mask
70,./Resources/Train/WithMask/1115.png,mask
1142,./Resources/Train/WithMask/Augmented_174_3871633.png,mask
191,./Resources/Train/WithMask/1372.png,mask
11573,./Resources/faces/1 (6755).jpg,without_mask
11231,./Resources/faces/1 (6452).jpg,without_mask
9860,./Resources/faces/1 (5240).jpg,without_mask
3125,./Resources/Train/WithMask/Augmented_548_998058.png,mask
5027,./Resources/faces/1 (1017).jpg,without_mask
1402,./Resources/Train/WithMask/Augmented_222_9644821.png,mask
12199,./Resources/faces/1 (982).jpg,without_mask
7631,./Resources/faces/1 (3274).jpg,without_mask
7417,./Resources/faces/1 (3085).jpg,without_mask
573,./Resources/Train/WithMask/599.png,mask
1330,./Resources/Train/WithMask/Augmented_20_1054392.png,mask
86,./Resources/Train/WithMask/1144.png,mask
104,./Resources/Train/WithMask/1180.png,mask
11860,./Resources/faces/1 (711).jpg,without_mask
9087,./Resources/faces/1 (456).jpg,without_mask
8960,./Resources/faces/1 (4447).jpg,without_mask
7257,./Resources/faces/1 (2945).jpg,without_mask
3176,./Resources/Train/WithMask/Augmented_559_4207160.png,mask
11246,./Resources/faces/1 (6466).jpg,without_mask
3741,./Resources/Train/WithMask/Augmented_664_8727759.png,mask
5985,./Resources/faces/1 (1820).jpg,without_mask
1157,./Resources/Train/WithMask/Augmented_177_8071039.png,mask
2836,./Resources/Train/WithMask/Augmented_492_1624412.png,mask
11391,./Resources/faces/1 (6595).jpg,without_mask
10366,./Resources/faces/1 (5690).jpg,without_mask
7266,./Resources/faces/1 (2953).jpg,without_mask
11523,./Resources/faces/1 (671).jpg,without_mask
160,./Resources/Train/WithMask/131.png,mask
336,./Resources/Train/WithMask/1713.png,mask
5065,./Resources/faces/1 (1049).jpg,without_mask
3532,./Resources/Train/WithMask/Augmented_627_5277949.png,mask
11420,./Resources/faces/1 (6619).jpg,without_mask
1634,./Resources/Train/WithMask/Augmented_265_5132202.png,mask
9033,./Resources/faces/1 (4510).jpg,without_mask
10431,./Resources/faces/1 (5747).jpg,without_mask
7577,./Resources/faces/1 (3225).jpg,without_mask
664,./Resources/Train/WithMask/8.png,mask
2520,./Resources/Train/WithMask/Augmented_432_2583048.png,mask
6269,./Resources/faces/1 (2070).jpg,without_mask
5637,./Resources/faces/1 (1512).jpg,without_mask
4399,./Resources/Train/WithMask/Augmented_78_6482768.png,mask
7080,./Resources/faces/1 (279).jpg,without_mask
706,./Resources/Train/WithMask/917.png,mask
10979,./Resources/faces/1 (6229).jpg,without_mask
2376,./Resources/Train/WithMask/Augmented_406_1700761.png,mask
388,./Resources/Train/WithMask/1832.png,mask
1090,./Resources/Train/WithMask/Augmented_164_234928.png,mask
5968,./Resources/faces/1 (1805).jpg,without_mask
8950,./Resources/faces/1 (4438).jpg,without_mask
4418,./Resources/Train/WithMask/Augmented_793_586453.png,mask
1002,./Resources/Train/WithMask/Augmented_148_1438332.png,mask
5567,./Resources/faces/1 (1457).jpg,without_mask
2417,./Resources/Train/WithMask/Augmented_413_358530.png,mask
6901,./Resources/faces/1 (263).jpg,without_mask
4964,./Resources/Train/WithMask/Augmented_93_5861829.png,mask
11464,./Resources/faces/1 (6659).jpg,without_mask
5597,./Resources/faces/1 (1481).jpg,without_mask
4761,./Resources/Train/WithMask/Augmented_85_4710897.png,mask
8174,./Resources/faces/1 (3754).jpg,without_mask
5616,./Resources/faces/1 (1498).jpg,without_mask
3332,./Resources/Train/WithMask/Augmented_590_7138901.png,mask
1502,./Resources/Train/WithMask/Augmented_241_8457789.png,mask
8382,./Resources/faces/1 (3938).jpg,without_mask
4521,./Resources/Train/WithMask/Augmented_812_7313660.png,mask
9116,./Resources/faces/1 (4586).jpg,without_mask
8254,./Resources/faces/1 (3824).jpg,without_mask
7825,./Resources/faces/1 (3445).jpg,without_mask
84,./Resources/Train/WithMask/1141.png,mask
2624,./Resources/Train/WithMask/Augmented_454_9440152.png,mask
9206,./Resources/faces/1 (4665).jpg,without_mask
1955,./Resources/Train/WithMask/Augmented_327_7063127.png,mask
10275,./Resources/faces/1 (5608).jpg,without_mask
10408,./Resources/faces/1 (5726).jpg,without_mask
8579,./Resources/faces/1 (4109).jpg,without_mask
5362,./Resources/faces/1 (1290).jpg,without_mask
2752,./Resources/Train/WithMask/Augmented_478_6353030.png,mask
4206,./Resources/Train/WithMask/Augmented_752_6185050.png,mask
5171,./Resources/faces/1 (1134).jpg,without_mask
3063,./Resources/Train/WithMask/Augmented_535_4286767.png,mask
12107,./Resources/faces/1 (906).jpg,without_mask
7863,./Resources/faces/1 (348).jpg,without_mask
8715,./Resources/faces/1 (423).jpg,without_mask
6858,./Resources/faces/1 (2593).jpg,without_mask
11140,./Resources/faces/1 (6372).jpg,without_mask
3986,./Resources/Train/WithMask/Augmented_710_7558423.png,mask
976,./Resources/Train/WithMask/Augmented_142_9098843.png,mask
1567,./Resources/Train/WithMask/Augmented_253_9645859.png,mask
4509,./Resources/Train/WithMask/Augmented_810_2357352.png,mask
9671,./Resources/faces/1 (5074).jpg,without_mask
6217,./Resources/faces/1 (2023).jpg,without_mask
4235,./Resources/Train/WithMask/Augmented_758_241009.png,mask
802,./Resources/Train/WithMask/Augmented_10_8027806.png,mask
6241,./Resources/faces/1 (2045).jpg,without_mask
11522,./Resources/faces/1 (6709).jpg,without_mask
11782,./Resources/faces/1 (694).jpg,without_mask
10406,./Resources/faces/1 (5724).jpg,without_mask
4012,./Resources/Train/WithMask/Augmented_715_9684253.png,mask
3338,./Resources/Train/WithMask/Augmented_591_7147261.png,mask
1267,./Resources/Train/WithMask/Augmented_198_71400.png,mask
41,./Resources/Train/WithMask/1064.png,mask
10667,./Resources/faces/1 (5956).jpg,without_mask
9068,./Resources/faces/1 (4542).jpg,without_mask
7938,./Resources/faces/1 (3545).jpg,without_mask
8597,./Resources/faces/1 (4125).jpg,without_mask
9749,./Resources/faces/1 (5142).jpg,without_mask
9162,./Resources/faces/1 (4625).jpg,without_mask
12170,./Resources/faces/1 (959).jpg,without_mask
8242,./Resources/faces/1 (3813).jpg,without_mask
12046,./Resources/faces/1 (858).jpg,without_mask
9263,./Resources/faces/1 (4714).jpg,without_mask
3031,./Resources/Train/WithMask/Augmented_528_6504220.png,mask
826,./Resources/Train/WithMask/Augmented_114_2543932.png,mask
9002,./Resources/faces/1 (4485).jpg,without_mask
8367,./Resources/faces/1 (3924).jpg,without_mask
11302,./Resources/faces/1 (6514).jpg,without_mask
5561,./Resources/faces/1 (1451).jpg,without_mask
5772,./Resources/faces/1 (1632).jpg,without_mask
9601,./Resources/faces/1 (5010).jpg,without_mask
11314,./Resources/faces/1 (6525).jpg,without_mask
2181,./Resources/Train/WithMask/Augmented_370_6039166.png,mask
7715,./Resources/faces/1 (3348).jpg,without_mask
11690,./Resources/faces/1 (6859).jpg,without_mask
10677,./Resources/faces/1 (5965).jpg,without_mask
5417,./Resources/faces/1 (1334).jpg,without_mask
5286,./Resources/faces/1 (1228).jpg,without_mask
8731,./Resources/faces/1 (4244).jpg,without_mask
7533,./Resources/faces/1 (3188).jpg,without_mask
3786,./Resources/Train/WithMask/Augmented_673_6582154.png,mask
1455,./Resources/Train/WithMask/Augmented_233_537249.png,mask
5797,./Resources/faces/1 (1655).jpg,without_mask
11261,./Resources/faces/1 (648).jpg,without_mask
4411,./Resources/Train/WithMask/Augmented_792_1378508.png,mask
2672,./Resources/Train/WithMask/Augmented_463_4312135.png,mask
10639,./Resources/faces/1 (5930).jpg,without_mask
2993,./Resources/Train/WithMask/Augmented_521_4370138.png,mask
8234,./Resources/faces/1 (3806).jpg,without_mask
2573,./Resources/Train/WithMask/Augmented_443_9035530.png,mask
11777,./Resources/faces/1 (6935).jpg,without_mask
8178,./Resources/faces/1 (3758).jpg,without_mask
11247,./Resources/faces/1 (6467).jpg,without_mask
11018,./Resources/faces/1 (6264).jpg,without_mask
8435,./Resources/faces/1 (3986).jpg,without_mask
6123,./Resources/faces/1 (1943).jpg,without_mask
1564,./Resources/Train/WithMask/Augmented_253_4177382.png,mask
5585,./Resources/faces/1 (1471).jpg,without_mask
3979,./Resources/Train/WithMask/Augmented_70_1996681.png,mask
3985,./Resources/Train/WithMask/Augmented_710_4547071.png,mask
9169,./Resources/faces/1 (4631).jpg,without_mask
11001,./Resources/faces/1 (6249).jpg,without_mask
3836,./Resources/Train/WithMask/Augmented_684_1012621.png,mask
6602,./Resources/faces/1 (2366).jpg,without_mask
8794,./Resources/faces/1 (43).png,without_mask
2456,./Resources/Train/WithMask/Augmented_420_1549099.png,mask
2067,./Resources/Train/WithMask/Augmented_348_5740745.png,mask
1794,./Resources/Train/WithMask/Augmented_297_1944437.png,mask
1825,./Resources/Train/WithMask/Augmented_301_3431646.png,mask
1608,./Resources/Train/WithMask/Augmented_260_6782703.png,mask
2860,./Resources/Train/WithMask/Augmented_496_8436123.png,mask
2967,./Resources/Train/WithMask/Augmented_516_5392819.png,mask
9537,./Resources/faces/1 (4958).jpg,without_mask
1591,./Resources/Train/WithMask/Augmented_258_9369166.png,mask
10312,./Resources/faces/1 (5641).jpg,without_mask
6992,./Resources/faces/1 (271).jpg,without_mask
5900,./Resources/faces/1 (1746).jpg,without_mask
2975,./Resources/Train/WithMask/Augmented_518_311906.png,mask
9995,./Resources/faces/1 (5360).jpg,without_mask
6353,./Resources/faces/1 (2145).jpg,without_mask
7434,./Resources/faces/1 (31).jpg,without_mask
4769,./Resources/Train/WithMask/Augmented_861_3948591.png,mask
9563,./Resources/faces/1 (4981).jpg,without_mask
10885,./Resources/faces/1 (6146).jpg,without_mask
8073,./Resources/faces/1 (3665).jpg,without_mask
2070,./Resources/Train/WithMask/Augmented_349_7926194.png,mask
7174,./Resources/faces/1 (2872).jpg,without_mask
5878,./Resources/faces/1 (1726).jpg,without_mask
9637,./Resources/faces/1 (5043).jpg,without_mask
5886,./Resources/faces/1 (1733).jpg,without_mask
11697,./Resources/faces/1 (6865).jpg,without_mask
3894,./Resources/Train/WithMask/Augmented_694_7216107.png,mask
4007,./Resources/Train/WithMask/Augmented_714_863841.png,mask
7487,./Resources/faces/1 (3146).jpg,without_mask
10265,./Resources/faces/1 (56).jpg,without_mask
5000,./Resources/faces/1 (1).jpeg,without_mask
2690,./Resources/Train/WithMask/Augmented_466_5931955.png,mask
10389,./Resources/faces/1 (5709).jpg,without_mask
7079,./Resources/faces/1 (2789).jpg,without_mask
9088,./Resources/faces/1 (4560).jpg,without_mask
57,./Resources/Train/WithMask/1087.png,mask
4513,./Resources/Train/WithMask/Augmented_810_9064434.png,mask
9836,./Resources/faces/1 (5219).jpg,without_mask
2407,./Resources/Train/WithMask/Augmented_411_6571489.png,mask
6199,./Resources/faces/1 (2007).jpg,without_mask
5316,./Resources/faces/1 (1252).jpg,without_mask
4486,./Resources/Train/WithMask/Augmented_806_1062202.png,mask
2257,./Resources/Train/WithMask/Augmented_384_106321.png,mask
9665,./Resources/faces/1 (5069).jpg,without_mask
7954,./Resources/faces/1 (356).jpg,without_mask
6574,./Resources/faces/1 (2340).jpg,without_mask
9212,./Resources/faces/1 (4670).jpg,without_mask
1096,./Resources/Train/WithMask/Augmented_165_8927752.png,mask
7874,./Resources/faces/1 (349).jpg,without_mask
2741,./Resources/Train/WithMask/Augmented_475_9254891.png,mask
10236,./Resources/faces/1 (5574).jpg,without_mask
6714,./Resources/faces/1 (2465).jpg,without_mask
11705,./Resources/faces/1 (6872).jpg,without_mask
11715,./Resources/faces/1 (6881).jpg,without_mask
8331,./Resources/faces/1 (3894).jpg,without_mask
5917,./Resources/faces/1 (1761).jpg,without_mask
1051,./Resources/Train/WithMask/Augmented_157_2950681.png,mask
2167,./Resources/Train/WithMask/Augmented_368_3614004.png,mask
8475,./Resources/faces/1 (4017).jpg,without_mask
4768,./Resources/Train/WithMask/Augmented_861_2157521.png,mask
898,./Resources/Train/WithMask/Augmented_129_1486749.png,mask
982,./Resources/Train/WithMask/Augmented_143_5910749.png,mask
6709,./Resources/faces/1 (2460).jpg,without_mask
6365,./Resources/faces/1 (2156).jpg,without_mask
11144,./Resources/faces/1 (6376).jpg,without_mask
10462,./Resources/faces/1 (5775).jpg,without_mask
11888,./Resources/faces/1 (733).jpg,without_mask
6179,./Resources/faces/1 (1994).jpg,without_mask
3974,./Resources/Train/WithMask/Augmented_708_8968262.png,mask
1685,./Resources/Train/WithMask/Augmented_276_1348157.png,mask
6048,./Resources/faces/1 (1878).jpg,without_mask
8268,./Resources/faces/1 (3837).jpg,without_mask
9136,./Resources/faces/1 (4601).jpg,without_mask
9135,./Resources/faces/1 (4600).jpg,without_mask
9504,./Resources/faces/1 (4928).jpg,without_mask
10217,./Resources/faces/1 (5557).jpg,without_mask
10566,./Resources/faces/1 (5867).jpg,without_mask
2891,./Resources/Train/WithMask/Augmented_501_7694528.png,mask
11394,./Resources/faces/1 (6598).jpg,without_mask
856,./Resources/Train/WithMask/Augmented_120_4007595.png,mask
4454,./Resources/Train/WithMask/Augmented_7_3171334.png,mask
3262,./Resources/Train/WithMask/Augmented_577_5104573.png,mask
7821,./Resources/faces/1 (3441).jpg,without_mask
8897,./Resources/faces/1 (4392).jpg,without_mask
3068,./Resources/Train/WithMask/Augmented_536_4207694.png,mask
7435,./Resources/faces/1 (31).png,without_mask
6608,./Resources/faces/1 (2371).jpg,without_mask
11810,./Resources/faces/1 (6965).jpg,without_mask
10996,./Resources/faces/1 (6244).jpg,without_mask
3298,./Resources/Train/WithMask/Augmented_584_1243126.png,mask
7187,./Resources/faces/1 (2884).jpg,without_mask
299,./Resources/Train/WithMask/1632.png,mask
8995,./Resources/faces/1 (4479).jpg,without_mask
3736,./Resources/Train/WithMask/Augmented_664_2194066.png,mask
7236,./Resources/faces/1 (2926).jpg,without_mask
2841,./Resources/Train/WithMask/Augmented_493_4197267.png,mask
512,./Resources/Train/WithMask/459.png,mask
10025,./Resources/faces/1 (5388).jpg,without_mask
9287,./Resources/faces/1 (4736).jpg,without_mask
9501,./Resources/faces/1 (4925).jpg,without_mask
6956,./Resources/faces/1 (268).jpg,without_mask
7746,./Resources/faces/1 (3376).jpg,without_mask
11050,./Resources/faces/1 (6293).jpg,without_mask
4131,./Resources/Train/WithMask/Augmented_738_8899515.png,mask
9101,./Resources/faces/1 (4572).jpg,without_mask
4683,./Resources/Train/WithMask/Augmented_845_2161562.png,mask
5147,./Resources/faces/1 (1114).jpg,without_mask
1105,./Resources/Train/WithMask/Augmented_167_7768054.png,mask
2082,./Resources/Train/WithMask/Augmented_351_3984516.png,mask
1980,./Resources/Train/WithMask/Augmented_333_2342851.png,mask
4083,./Resources/Train/WithMask/Augmented_72_1313311.png,mask
2658,./Resources/Train/WithMask/Augmented_460_4639159.png,mask
279,./Resources/Train/WithMask/1557.png,mask
6470,./Resources/faces/1 (2249).jpg,without_mask
7624,./Resources/faces/1 (3268).jpg,without_mask
3696,./Resources/Train/WithMask/Augmented_657_2272667.png,mask
1576,./Resources/Train/WithMask/Augmented_255_9885221.png,mask
4806,./Resources/Train/WithMask/Augmented_868_4175161.png,mask
2958,./Resources/Train/WithMask/Augmented_514_8077434.png,mask
8756,./Resources/faces/1 (4267).jpg,without_mask
10190,./Resources/faces/1 (5532).jpg,without_mask
10179,./Resources/faces/1 (5522).jpg,without_mask
5785,./Resources/faces/1 (1644).jpg,without_mask
